id_zamowienie;id_produkt;id_pracownik;id_klient;data_zakupu;uwagi
2069;401;85;498;06.08.2020;brak
2070;122;261;17;28.07.2020;brak
2071;479;183;77;11.08.2020;brak
2072;447;265;451;27.08.2020;brak
2073;473;286;34;26.01.2021;brak
2074;326;120;86;09.03.2021;brak
2075;143;240;279;19.02.2021;brak
2076;111;292;164;17.09.2020;brak
2077;270;70;238;17.11.2020;brak
2078;65;80;347;05.09.2020;brak
2079;232;237;90;09.05.2020;brak
2080;312;206;460;23.09.2020;brak
2081;220;225;447;12.07.2020;brak
2082;179;257;250;21.03.2021;brak
2083;218;206;50;20.01.2021;brak
2084;84;93;154;28.04.2021;brak
2085;263;27;40;15.10.2020;brak
2086;93;119;301;24.03.2021;brak
2087;218;209;192;27.08.2020;brak
2088;275;36;244;03.10.2020;brak
2089;276;171;299;15.03.2021;brak
2090;431;21;381;18.09.2020;brak
2091;422;5;334;05.09.2020;brak
2092;456;71;483;01.05.2021;brak
2093;415;122;378;19.11.2020;brak
2094;74;266;395;27.09.2020;brak
2095;424;166;430;15.06.2020;brak
2096;31;225;33;19.01.2021;brak
2097;140;184;382;18.10.2020;brak
2098;382;171;359;15.10.2020;brak
2099;3;108;370;31.01.2021;brak
2100;390;119;280;23.06.2020;brak
2101;387;19;332;19.12.2020;brak
2102;241;7;480;15.11.2020;brak
2103;129;157;400;19.08.2020;brak
2104;360;41;200;04.09.2020;brak
2105;31;163;104;25.02.2021;brak
2106;225;144;331;14.07.2020;brak
2107;378;33;126;26.03.2021;brak
2108;457;4;190;16.01.2021;brak
2109;398;171;119;29.09.2020;brak
2110;277;224;374;19.04.2021;brak
2111;400;296;126;06.11.2020;brak
2112;66;96;122;30.12.2020;brak
2113;429;233;398;08.01.2021;brak
2114;123;54;84;14.04.2021;brak
2115;260;155;344;10.07.2020;brak
2116;395;248;343;06.07.2020;brak
2117;120;22;9;13.12.2020;brak
2118;489;197;489;11.02.2021;brak
2119;64;288;473;15.01.2021;brak
2120;218;40;5;18.04.2021;brak
2121;98;124;105;28.07.2020;brak
2122;155;83;480;11.05.2020;brak
2123;189;98;274;30.06.2020;brak
2124;251;222;237;20.03.2021;brak
2125;183;120;175;13.10.2020;brak
2126;132;276;302;28.04.2021;brak
2127;302;159;86;28.12.2020;brak
2128;408;222;245;13.02.2021;brak
2129;397;251;165;06.12.2020;brak
2130;323;34;402;28.06.2020;brak
2131;166;97;228;23.08.2020;brak
2132;76;34;428;22.05.2020;brak
2133;323;89;222;12.06.2020;brak
2134;65;17;82;27.03.2021;brak
2135;350;151;325;08.05.2020;brak
2136;425;22;23;10.06.2020;brak
2137;333;185;54;30.05.2020;brak
2138;20;204;152;11.05.2020;brak
2139;28;51;216;03.04.2021;brak
2140;352;97;172;22.09.2020;brak
2141;385;221;295;06.09.2020;brak
2142;193;120;107;18.02.2021;brak
2143;324;120;365;19.02.2021;brak
2144;120;130;315;28.12.2020;brak
2145;496;38;161;27.01.2021;brak
2146;229;152;198;13.11.2020;brak
2147;208;182;342;18.04.2021;brak
2148;273;129;359;03.12.2020;brak
2149;359;43;197;14.09.2020;brak
2150;23;245;302;06.05.2020;brak
2151;313;11;222;11.01.2021;brak
2152;458;3;217;10.03.2021;brak
2153;92;55;378;20.07.2020;brak
2154;199;132;284;02.01.2021;brak
2155;137;186;251;26.11.2020;brak
2156;343;206;113;18.01.2021;brak
2157;315;180;263;24.08.2020;brak
2158;409;10;306;31.03.2021;brak
2159;65;207;482;08.09.2020;brak
2160;265;275;445;23.10.2020;brak
2161;286;234;156;19.12.2020;brak
2162;383;118;475;28.07.2020;brak
2163;268;4;253;14.04.2021;brak
2164;244;26;326;07.03.2021;brak
2165;497;163;427;26.11.2020;brak
2166;430;23;58;01.07.2020;brak
2167;386;46;481;06.10.2020;brak
2168;295;5;182;14.07.2020;brak
2169;498;135;425;12.03.2021;brak
2170;467;137;343;16.09.2020;brak
2171;292;114;315;04.12.2020;brak
2172;64;212;148;28.03.2021;brak
2173;342;262;202;11.08.2020;brak
2174;35;262;480;26.12.2020;brak
2175;58;209;442;21.10.2020;brak
2176;475;11;45;11.12.2020;brak
2177;464;149;15;04.04.2021;brak
2178;295;162;436;04.12.2020;brak
2179;442;59;488;03.05.2021;brak
2180;11;290;264;22.06.2020;brak
2181;433;85;21;01.05.2021;brak
2182;89;11;400;15.08.2020;brak
2183;146;101;459;11.04.2021;brak
2184;24;17;268;24.03.2021;brak
2185;277;240;48;03.12.2020;brak
2186;56;277;383;12.02.2021;brak
2187;140;105;409;11.11.2020;brak
2188;103;167;348;28.07.2020;brak
2189;92;32;355;06.10.2020;brak
2190;54;299;74;23.06.2020;brak
2191;245;48;357;24.10.2020;brak
2192;351;76;171;19.07.2020;brak
2193;203;253;392;10.05.2020;brak
2194;45;88;376;15.01.2021;brak
2195;10;179;148;10.08.2020;brak
2196;79;137;313;05.12.2020;brak
2197;134;152;309;25.06.2020;brak
2198;276;141;188;28.10.2020;brak
2199;165;53;86;05.11.2020;brak
2200;312;217;268;10.05.2020;brak
2201;226;70;471;13.04.2021;brak
2202;5;9;306;27.01.2021;brak
2203;334;177;37;15.05.2020;brak
2204;30;266;6;16.03.2021;brak
2205;67;32;50;08.08.2020;brak
2206;293;298;294;02.12.2020;brak
2207;188;247;274;24.07.2020;brak
2208;77;223;403;11.01.2021;brak
2209;113;284;308;09.01.2021;brak
2210;122;10;355;23.12.2020;brak
2211;34;103;138;28.03.2021;brak
2212;110;272;474;06.12.2020;brak
2213;150;297;386;02.04.2021;brak
2214;367;255;161;16.06.2020;brak
2215;417;153;344;07.03.2021;brak
2216;105;237;283;04.07.2020;brak
2217;241;118;81;17.10.2020;brak
2218;321;168;317;05.07.2020;brak
2219;363;281;254;21.02.2021;brak
2220;160;291;138;26.04.2021;brak
2221;279;292;15;27.09.2020;brak
2222;233;175;489;04.10.2020;brak
2223;65;245;9;13.08.2020;brak
2224;8;225;398;12.09.2020;brak
2225;372;91;140;11.01.2021;brak
2226;428;4;20;27.06.2020;brak
2227;95;82;277;10.03.2021;brak
2228;198;143;287;07.04.2021;brak
2229;134;123;3;31.01.2021;brak
2230;41;266;430;29.03.2021;brak
2231;292;244;85;02.05.2021;brak
2232;391;117;285;15.01.2021;brak
2233;124;255;279;11.08.2020;brak
2234;264;139;202;21.01.2021;brak
2235;438;213;418;03.02.2021;brak
2236;395;237;201;11.06.2020;brak
2237;116;58;220;15.10.2020;brak
2238;157;12;117;10.06.2020;brak
2239;306;30;335;07.05.2020;brak
2240;447;209;371;14.10.2020;brak
2241;270;48;87;09.03.2021;brak
2242;170;71;336;11.07.2020;brak
2243;383;40;114;27.07.2020;brak
2244;11;182;399;31.12.2020;brak
2245;181;293;255;01.07.2020;brak
2246;135;87;39;16.06.2020;brak
2247;226;51;136;27.03.2021;brak
2248;165;270;250;12.06.2020;brak
2249;130;196;55;18.05.2020;brak
2250;77;49;469;25.08.2020;brak
2251;126;97;365;23.01.2021;brak
2252;384;274;8;18.04.2021;brak
2253;297;270;246;28.12.2020;brak
2254;497;79;65;05.07.2020;brak
2255;226;278;289;24.09.2020;brak
2256;321;230;448;29.03.2021;brak
2257;443;23;35;16.02.2021;brak
2258;100;244;45;09.05.2020;brak
2259;479;289;358;25.11.2020;brak
2260;444;179;477;25.03.2021;brak
2261;157;294;41;09.05.2020;brak
2262;254;161;209;23.09.2020;brak
2263;153;297;481;08.10.2020;brak
2264;239;173;444;29.12.2020;brak
2265;285;288;209;21.10.2020;brak
2266;38;80;175;08.10.2020;brak
2267;74;116;116;05.10.2020;brak
2268;170;253;11;07.11.2020;brak
2269;85;68;402;29.09.2020;brak
2270;212;258;197;02.08.2020;brak
2271;380;131;113;11.02.2021;brak
2272;288;86;448;02.11.2020;brak
2273;311;156;356;05.03.2021;brak
2274;410;43;248;17.02.2021;brak
2275;418;153;392;22.08.2020;brak
2276;259;132;329;02.01.2021;brak
2277;82;23;168;16.01.2021;brak
2278;423;90;197;28.07.2020;brak
2279;417;5;275;20.08.2020;brak
2280;218;51;190;09.12.2020;brak
2281;292;66;196;25.12.2020;brak
2282;355;48;363;19.08.2020;brak
2283;31;20;103;05.10.2020;brak
2284;21;226;63;09.11.2020;brak
2285;160;229;167;20.01.2021;brak
2286;268;47;317;09.02.2021;brak
2287;318;275;468;27.02.2021;brak
2288;105;197;497;13.09.2020;brak
2289;283;128;233;10.07.2020;brak
2290;498;89;248;27.04.2021;brak
2291;118;173;279;05.07.2020;brak
2292;254;5;329;09.01.2021;brak
2293;479;69;221;21.08.2020;brak
2294;119;143;465;19.08.2020;brak
2295;234;87;392;17.08.2020;brak
2296;81;73;126;22.04.2021;brak
2297;455;207;467;04.08.2020;brak
2298;215;254;401;11.12.2020;brak
2299;14;101;111;10.05.2020;brak
2300;337;256;109;08.09.2020;brak
2301;253;205;212;20.12.2020;brak
2302;455;261;158;27.12.2020;brak
2303;6;233;125;09.12.2020;brak
2304;381;114;432;13.11.2020;brak
2305;136;208;35;12.09.2020;brak
2306;272;67;338;30.01.2021;brak
2307;145;237;213;06.09.2020;brak
2308;286;274;454;19.03.2021;brak
2309;155;197;92;14.07.2020;brak
2310;300;211;381;25.12.2020;brak
2311;389;216;333;16.11.2020;brak
2312;71;265;120;13.12.2020;brak
2313;96;98;142;02.02.2021;brak
2314;78;276;177;18.01.2021;brak
2315;319;170;53;24.01.2021;brak
2316;221;227;295;07.03.2021;brak
2317;362;262;300;25.02.2021;brak
2318;305;39;265;18.12.2020;brak
2319;278;25;80;03.05.2021;brak
2320;54;241;448;10.11.2020;brak
2321;120;213;476;20.10.2020;brak
2322;357;100;317;29.01.2021;brak
2323;21;63;23;14.04.2021;brak
2324;344;63;32;31.05.2020;brak
2325;185;23;30;30.11.2020;brak
2326;181;113;213;05.05.2020;brak
2327;409;49;351;16.11.2020;brak
2328;104;23;87;23.10.2020;brak
2329;272;119;171;06.06.2020;brak
2330;421;24;147;11.03.2021;brak
2331;74;251;135;16.09.2020;brak
2332;352;238;226;21.12.2020;brak
2333;123;137;457;17.07.2020;brak
2334;195;209;33;13.08.2020;brak
2335;368;77;330;20.05.2020;brak
2336;400;252;443;27.10.2020;brak
2337;101;184;271;30.03.2021;brak
2338;457;106;127;07.03.2021;brak
2339;85;199;285;09.06.2020;brak
2340;51;288;281;19.12.2020;brak
2341;110;25;177;18.06.2020;brak
2342;429;19;474;15.05.2020;brak
2343;25;167;311;06.12.2020;brak
2344;50;210;76;23.10.2020;brak
2345;183;285;206;05.10.2020;brak
2346;214;4;495;31.07.2020;brak
2347;87;136;324;14.01.2021;brak
2348;80;84;64;19.12.2020;brak
2349;444;281;411;06.04.2021;brak
2350;470;85;349;18.01.2021;brak
2351;484;225;278;13.07.2020;brak
2352;50;87;355;09.05.2020;brak
2353;178;258;497;31.07.2020;brak
2354;134;274;179;06.09.2020;brak
2355;475;177;333;02.05.2021;brak
2356;419;241;176;26.01.2021;brak
2357;12;20;237;18.07.2020;brak
2358;47;247;142;12.04.2021;brak
2359;307;33;42;13.08.2020;brak
2360;389;252;89;24.09.2020;brak
2361;292;7;98;30.05.2020;brak
2362;169;253;205;23.09.2020;brak
2363;68;255;473;03.11.2020;brak
2364;17;44;131;24.09.2020;brak
2365;143;58;323;10.12.2020;brak
2366;348;75;153;07.08.2020;brak
2367;250;94;359;06.04.2021;brak
2368;230;263;357;25.02.2021;brak
2369;422;269;27;29.03.2021;brak
2370;363;222;356;25.03.2021;brak
2371;258;86;416;29.03.2021;brak
2372;13;161;337;14.04.2021;brak
2373;29;258;107;09.10.2020;brak
2374;415;108;104;01.06.2020;brak
2375;375;63;207;06.09.2020;brak
2376;409;178;405;13.03.2021;brak
2377;393;166;464;15.06.2020;brak
2378;317;155;428;27.01.2021;brak
2379;355;65;403;24.04.2021;brak
2380;311;213;341;16.03.2021;brak
2381;130;72;63;06.04.2021;brak
2382;429;39;286;10.08.2020;brak
2383;408;4;473;17.08.2020;brak
2384;429;175;123;06.12.2020;brak
2385;97;205;219;02.02.2021;brak
2386;25;113;11;24.06.2020;brak
2387;129;28;71;08.09.2020;brak
2388;256;241;18;26.01.2021;brak
2389;175;184;145;01.06.2020;brak
2390;287;2;203;24.03.2021;brak
2391;310;263;460;12.05.2020;brak
2392;221;107;139;06.06.2020;brak
2393;251;163;420;20.07.2020;brak
2394;47;187;366;31.07.2020;brak
2395;121;76;151;12.12.2020;brak
2396;486;246;327;30.03.2021;brak
2397;41;172;191;22.01.2021;brak
2398;85;191;352;04.11.2020;brak
2399;114;94;197;08.03.2021;brak
2400;218;235;326;06.03.2021;brak
2401;120;20;21;26.08.2020;brak
2402;415;51;378;18.10.2020;brak
2403;201;42;14;23.06.2020;brak
2404;451;35;102;05.06.2020;brak
2405;186;189;108;23.04.2021;brak
2406;195;113;383;13.04.2021;brak
2407;80;47;491;23.05.2020;brak
2408;442;180;57;12.07.2020;brak
2409;162;254;111;16.10.2020;brak
2410;47;121;411;07.08.2020;brak
2411;106;23;210;26.04.2021;brak
2412;468;60;143;10.02.2021;brak
2413;359;154;118;01.02.2021;brak
2414;403;239;260;07.09.2020;brak
2415;385;152;232;13.05.2020;brak
2416;275;147;407;08.10.2020;brak
2417;497;237;458;26.04.2021;brak
2418;79;155;454;09.03.2021;brak
2419;202;67;376;14.12.2020;brak
2420;47;282;343;20.04.2021;brak
2421;145;31;179;16.03.2021;brak
2422;171;242;446;31.01.2021;brak
2423;359;141;249;06.07.2020;brak
2424;246;32;350;01.10.2020;brak
2425;492;124;181;01.07.2020;brak
2426;122;7;244;27.07.2020;brak
2427;117;193;222;17.09.2020;brak
2428;381;278;500;10.10.2020;brak
2429;482;66;99;17.08.2020;brak
2430;347;137;277;18.03.2021;brak
2431;388;215;3;25.04.2021;brak
2432;46;13;79;10.12.2020;brak
2433;134;20;346;03.03.2021;brak
2434;223;71;68;06.06.2020;brak
2435;320;230;314;07.06.2020;brak
2436;135;245;22;23.05.2020;brak
2437;202;285;475;19.09.2020;brak
2438;360;126;103;19.01.2021;brak
2439;475;215;203;02.06.2020;brak
2440;350;176;340;02.07.2020;brak
2441;163;49;483;12.06.2020;brak
2442;239;251;198;05.01.2021;brak
2443;192;104;465;13.12.2020;brak
2444;41;37;29;30.05.2020;brak
2445;407;107;20;15.08.2020;brak
2446;182;191;97;25.07.2020;brak
2447;13;121;419;28.09.2020;brak
2448;169;216;384;19.01.2021;brak
2449;243;298;185;24.04.2021;brak
2450;50;75;284;16.03.2021;brak
2451;148;221;278;13.09.2020;brak
2452;371;208;444;29.08.2020;brak
2453;357;65;414;09.04.2021;brak
2454;378;75;150;13.06.2020;brak
2455;273;82;345;15.03.2021;brak
2456;197;32;136;14.06.2020;brak
2457;50;265;21;22.03.2021;brak
2458;326;274;82;03.01.2021;brak
2459;485;275;143;28.12.2020;brak
2460;321;139;446;18.06.2020;brak
2461;484;73;321;08.04.2021;brak
2462;219;100;406;31.03.2021;brak
2463;185;96;472;07.07.2020;brak
2464;196;277;392;07.11.2020;brak
2465;57;121;346;19.02.2021;brak
2466;261;22;41;24.06.2020;brak
2467;72;145;375;11.12.2020;brak
2468;60;70;250;21.10.2020;brak
2469;364;30;222;06.01.2021;brak
2470;27;177;408;04.06.2020;brak
2471;411;206;446;24.04.2021;brak
2472;348;40;326;02.11.2020;brak
2473;61;216;152;31.03.2021;brak
2474;107;72;369;28.06.2020;brak
2475;438;94;207;06.06.2020;brak
2476;412;95;99;19.08.2020;brak
2477;465;94;26;19.05.2020;brak
2478;365;176;293;03.12.2020;brak
2479;272;243;434;22.05.2020;brak
2480;326;187;345;10.02.2021;brak
2481;46;98;357;01.10.2020;brak
2482;411;193;345;22.05.2020;brak
2483;172;243;107;09.03.2021;brak
2484;103;67;218;17.01.2021;brak
2485;312;31;479;16.12.2020;brak
2486;63;161;7;25.03.2021;brak
2487;409;103;468;29.12.2020;brak
2488;344;2;457;03.01.2021;brak
2489;297;86;194;02.05.2021;brak
2490;300;3;118;06.07.2020;brak
2491;319;34;132;01.11.2020;brak
2492;479;259;242;08.07.2020;brak
2493;137;33;388;16.08.2020;brak
2494;349;246;295;15.05.2020;brak
2495;156;44;253;03.07.2020;brak
2496;197;270;153;28.04.2021;brak
2497;460;224;90;30.10.2020;brak
2498;428;4;307;16.02.2021;brak
2499;256;224;244;22.09.2020;brak
2500;317;139;118;17.03.2021;brak
2501;494;280;301;29.08.2020;brak
2502;354;256;39;01.01.2021;brak
2503;72;287;380;17.05.2020;brak
2504;292;235;33;07.12.2020;brak
2505;190;188;6;09.09.2020;brak
2506;251;216;133;21.05.2020;brak
2507;363;19;294;30.09.2020;brak
2508;439;166;248;23.01.2021;brak
2509;170;122;317;28.10.2020;brak
2510;36;94;375;14.11.2020;brak
2511;224;56;317;01.07.2020;brak
2512;454;36;406;19.10.2020;brak
2513;35;161;496;09.09.2020;brak
2514;58;243;376;27.09.2020;brak
2515;12;30;462;11.02.2021;brak
2516;144;13;478;22.06.2020;brak
2517;1;265;282;14.07.2020;brak
2518;101;132;29;16.04.2021;brak
2519;316;160;222;17.09.2020;brak
2520;402;50;75;23.07.2020;brak
2521;93;110;245;28.02.2021;brak
2522;308;62;260;02.01.2021;brak
2523;245;291;182;07.05.2020;brak
2524;353;137;139;28.08.2020;brak
2525;155;97;298;17.03.2021;brak
2526;416;162;186;09.10.2020;brak
2527;395;136;427;05.03.2021;brak
2528;241;31;281;23.05.2020;brak
2529;174;35;412;21.06.2020;brak
2530;327;180;345;21.03.2021;brak
2531;477;246;160;30.10.2020;brak
2532;375;152;53;05.02.2021;brak
2533;437;143;469;10.05.2020;brak
2534;230;186;74;24.08.2020;brak
2535;298;86;50;14.10.2020;brak
2536;22;65;295;12.03.2021;brak
2537;83;59;469;16.01.2021;brak
2538;457;252;357;25.06.2020;brak
2539;154;218;265;29.12.2020;brak
2540;199;34;458;22.03.2021;brak
2541;13;179;341;26.07.2020;brak
2542;252;8;4;07.09.2020;brak
2543;208;16;367;25.07.2020;brak
2544;221;35;123;27.12.2020;brak
2545;420;206;329;22.07.2020;brak
2546;394;64;115;25.01.2021;brak
2547;130;221;487;07.04.2021;brak
2548;8;290;318;24.04.2021;brak
2549;292;92;493;30.09.2020;brak
2550;494;49;362;09.03.2021;brak
2551;358;86;23;25.11.2020;brak
2552;283;114;187;17.07.2020;brak
2553;250;171;151;08.01.2021;brak
2554;17;187;467;30.12.2020;brak
2555;363;221;333;28.11.2020;brak
2556;103;93;484;25.12.2020;brak
2557;447;218;327;18.09.2020;brak
2558;34;48;51;29.07.2020;brak
2559;99;285;256;30.06.2020;brak
2560;421;27;338;01.10.2020;brak
2561;67;206;277;16.03.2021;brak
2562;60;110;426;26.11.2020;brak
2563;175;183;168;14.03.2021;brak
2564;275;55;185;23.02.2021;brak
2565;80;161;337;30.01.2021;brak
2566;437;43;155;25.03.2021;brak
2567;240;228;405;07.01.2021;brak
2568;298;52;186;16.02.2021;brak
2569;105;181;100;02.12.2020;brak
2570;456;114;301;06.07.2020;brak
2571;123;108;41;11.06.2020;brak
2572;419;238;204;01.08.2020;brak
2573;158;57;238;07.03.2021;brak
2574;126;110;339;28.04.2021;brak
2575;471;217;130;24.04.2021;brak
2576;313;206;411;03.09.2020;brak
2577;472;35;182;15.10.2020;brak
2578;164;183;218;20.01.2021;brak
2579;19;257;334;01.07.2020;brak
2580;493;33;434;21.08.2020;brak
2581;365;167;485;29.09.2020;brak
2582;118;73;284;12.02.2021;brak
2583;46;111;37;02.09.2020;brak
2584;470;103;429;20.02.2021;brak
2585;369;186;74;05.08.2020;brak
2586;159;13;27;24.01.2021;brak
2587;321;174;114;28.11.2020;brak
2588;64;250;87;29.01.2021;brak
2589;133;262;274;13.01.2021;brak
2590;142;56;209;27.06.2020;brak
2591;196;201;44;16.10.2020;brak
2592;232;279;294;16.11.2020;brak
2593;224;73;180;21.10.2020;brak
2594;45;241;26;14.11.2020;brak
2595;262;168;96;03.09.2020;brak
2596;303;103;345;31.01.2021;brak
2597;114;43;177;30.03.2021;brak
2598;302;99;454;04.03.2021;brak
2599;181;12;320;25.07.2020;brak
2600;234;220;178;31.10.2020;brak
2601;459;245;185;25.04.2021;brak
2602;148;163;154;01.11.2020;brak
2603;164;152;500;29.06.2020;brak
2604;262;6;205;04.01.2021;brak
2605;58;65;467;11.05.2020;brak
2606;200;62;236;12.08.2020;brak
2607;276;274;489;13.12.2020;brak
2608;374;233;439;11.09.2020;brak
2609;163;59;31;06.08.2020;brak
2610;314;244;421;07.12.2020;brak
2611;42;210;330;21.05.2020;brak
2612;341;260;268;20.12.2020;brak
2613;24;38;338;10.08.2020;brak
2614;257;227;261;22.12.2020;brak
2615;478;214;107;30.10.2020;brak
2616;394;155;255;17.01.2021;brak
2617;428;199;169;30.01.2021;brak
2618;445;120;326;03.06.2020;brak
2619;343;2;250;08.05.2020;brak
2620;78;165;159;15.08.2020;brak
2621;159;259;296;06.12.2020;brak
2622;350;162;209;07.03.2021;brak
2623;144;47;443;26.09.2020;brak
2624;461;136;110;25.11.2020;brak
2625;77;212;384;08.10.2020;brak
2626;463;217;210;10.11.2020;brak
2627;125;295;296;05.04.2021;brak
2628;7;43;30;21.04.2021;brak
2629;141;298;358;24.06.2020;brak
2630;252;25;343;04.06.2020;brak
2631;149;260;460;22.04.2021;brak
2632;64;257;244;12.03.2021;brak
2633;291;223;121;08.10.2020;brak
2634;338;140;468;20.04.2021;brak
2635;42;281;123;15.06.2020;brak
2636;168;174;28;04.09.2020;brak
2637;270;150;435;11.10.2020;brak
2638;132;45;108;02.04.2021;brak
2639;466;129;2;26.11.2020;brak
2640;466;217;179;17.10.2020;brak
2641;329;283;338;07.03.2021;brak
2642;337;165;14;25.03.2021;brak
2643;15;164;274;11.09.2020;brak
2644;238;162;328;04.03.2021;brak
2645;188;166;84;08.01.2021;brak
2646;311;283;303;15.01.2021;brak
2647;249;20;282;12.06.2020;brak
2648;347;98;323;17.09.2020;brak
2649;58;234;336;27.09.2020;brak
2650;99;227;154;07.01.2021;brak
2651;11;236;277;28.08.2020;brak
2652;236;11;93;10.01.2021;brak
2653;493;296;211;23.10.2020;brak
2654;402;158;333;21.05.2020;brak
2655;496;155;16;15.03.2021;brak
2656;483;102;270;16.08.2020;brak
2657;184;152;194;05.02.2021;brak
2658;160;187;393;11.10.2020;brak
2659;307;152;470;16.06.2020;brak
2660;145;188;119;14.08.2020;brak
2661;117;177;12;16.06.2020;brak
2662;462;6;202;19.01.2021;brak
2663;124;132;412;25.05.2020;brak
2664;459;96;61;19.10.2020;brak
2665;95;87;191;19.08.2020;brak
2666;112;70;429;23.10.2020;brak
2667;179;144;58;10.10.2020;brak
2668;104;59;130;27.09.2020;brak
2669;51;18;297;22.05.2020;brak
2670;85;183;355;13.09.2020;brak
2671;495;135;218;27.02.2021;brak
2672;178;110;279;10.04.2021;brak
2673;136;90;123;09.01.2021;brak
2674;411;10;60;20.01.2021;brak
2675;421;104;26;26.05.2020;brak
2676;197;110;273;08.03.2021;brak
2677;41;204;374;01.01.2021;brak
2678;452;121;386;05.04.2021;brak
2679;414;262;162;23.09.2020;brak
2680;162;115;412;15.09.2020;brak
2681;335;183;442;06.02.2021;brak
2682;29;167;247;25.06.2020;brak
2683;312;267;45;13.09.2020;brak
2684;155;272;385;30.06.2020;brak
2685;174;219;133;15.05.2020;brak
2686;177;199;231;21.03.2021;brak
2687;338;30;407;03.05.2021;brak
2688;100;37;266;31.12.2020;brak
2689;232;122;404;20.06.2020;brak
2690;192;43;137;11.04.2021;brak
2691;110;129;416;18.02.2021;brak
2692;278;196;200;16.02.2021;brak
2693;331;78;390;20.12.2020;brak
2694;251;12;32;27.08.2020;brak
2695;83;35;227;13.06.2020;brak
2696;199;94;275;02.05.2021;brak
2697;409;260;362;14.10.2020;brak
2698;217;247;110;04.10.2020;brak
2699;472;172;5;01.10.2020;brak
2700;357;61;64;05.06.2020;brak
2701;446;148;12;23.02.2021;brak
2702;303;21;414;27.06.2020;brak
2703;460;263;336;14.03.2021;brak
2704;208;8;182;19.12.2020;brak
2705;227;182;430;18.06.2020;brak
2706;72;226;279;08.04.2021;brak
2707;1;121;105;11.06.2020;brak
2708;288;162;4;18.09.2020;brak
2709;84;48;196;05.10.2020;brak
2710;221;262;169;20.07.2020;brak
2711;229;298;3;04.12.2020;brak
2712;482;280;426;01.10.2020;brak
2713;120;155;126;14.09.2020;brak
2714;265;219;284;30.07.2020;brak
2715;497;100;103;08.10.2020;brak
2716;141;269;145;31.08.2020;brak
2717;411;193;291;07.02.2021;brak
2718;292;139;364;07.01.2021;brak
2719;199;105;308;22.06.2020;brak
2720;289;205;137;01.12.2020;brak
2721;149;63;120;26.02.2021;brak
2722;472;156;51;30.06.2020;brak
2723;164;87;302;21.02.2021;brak
2724;39;101;189;17.08.2020;brak
2725;40;65;389;22.09.2020;brak
2726;23;213;159;16.07.2020;brak
2727;24;286;290;20.10.2020;brak
2728;485;143;357;14.09.2020;brak
2729;265;142;94;23.06.2020;brak
2730;312;256;396;04.07.2020;brak
2731;207;220;414;23.05.2020;brak
2732;206;107;352;25.01.2021;brak
2733;374;204;115;25.08.2020;brak
2734;357;46;94;28.12.2020;brak
2735;438;253;435;17.08.2020;brak
2736;16;44;416;15.02.2021;brak
2737;362;10;403;05.01.2021;brak
2738;91;286;460;05.09.2020;brak
2739;231;157;187;15.06.2020;brak
2740;442;90;127;18.09.2020;brak
2741;13;186;266;12.11.2020;brak
2742;388;157;368;24.07.2020;brak
2743;151;206;355;27.12.2020;brak
2744;406;220;122;27.03.2021;brak
2745;257;42;278;28.02.2021;brak
2746;143;147;93;09.11.2020;brak
2747;107;30;241;15.01.2021;brak
2748;294;79;496;05.07.2020;brak
2749;324;148;66;05.06.2020;brak
2750;423;130;46;21.08.2020;brak
2751;230;31;88;08.06.2020;brak
2752;161;202;398;10.05.2020;brak
2753;79;209;160;08.12.2020;brak
2754;472;65;339;30.10.2020;brak
2755;37;113;304;15.03.2021;brak
2756;161;144;382;12.02.2021;brak
2757;138;92;115;17.09.2020;brak
2758;297;186;444;09.06.2020;brak
2759;32;165;76;14.02.2021;brak
2760;201;6;173;18.05.2020;brak
2761;427;3;490;14.07.2020;brak
2762;174;95;152;29.03.2021;brak
2763;459;54;252;14.04.2021;brak
2764;422;258;76;14.05.2020;brak
2765;133;116;26;12.12.2020;brak
2766;82;204;78;18.10.2020;brak
2767;261;83;374;18.12.2020;brak
2768;196;66;21;13.08.2020;brak
2769;313;151;319;13.11.2020;brak
2770;112;15;361;23.07.2020;brak
2771;33;221;54;03.11.2020;brak
2772;262;160;492;09.06.2020;brak
2773;188;182;111;03.10.2020;brak
2774;130;110;141;05.05.2020;brak
2775;320;191;40;26.07.2020;brak
2776;384;105;31;16.05.2020;brak
2777;231;292;158;10.02.2021;brak
2778;36;174;318;22.04.2021;brak
2779;335;263;433;25.03.2021;brak
2780;433;166;438;26.01.2021;brak
2781;128;70;460;24.03.2021;brak
2782;417;283;68;29.01.2021;brak
2783;249;123;193;14.03.2021;brak
2784;192;173;495;30.07.2020;brak
2785;342;70;455;06.02.2021;brak
2786;350;166;333;10.01.2021;brak
2787;265;98;362;30.01.2021;brak
2788;357;28;69;10.01.2021;brak
2789;174;131;156;06.04.2021;brak
2790;51;221;402;22.10.2020;brak
2791;479;18;222;25.02.2021;brak
2792;255;108;41;15.12.2020;brak
2793;345;268;231;05.02.2021;brak
2794;49;164;382;18.10.2020;brak
2795;206;289;457;23.07.2020;brak
2796;51;106;310;27.07.2020;brak
2797;265;67;493;21.07.2020;brak
2798;99;260;138;18.04.2021;brak
2799;466;74;283;19.02.2021;brak
2800;87;125;12;12.11.2020;brak
2801;327;207;250;29.05.2020;brak
2802;320;193;278;05.03.2021;brak
