id_sprzedaz;id_sklep;id_czas;id_zamowienie;koszt_calkowity;data_dostarczenia;kod
1629;27;2;1629;9508;16.04.2021;
1630;21;473;1630;5788;14.04.2021;
1631;85;67;1631;4856;26.02.2021;
1632;46;72;1632;942;07.09.2020;
1633;64;407;1633;2780;06.10.2020;
1634;19;432;1634;4767;28.11.2020;
1635;14;211;1635;8982;01.07.2020;
1636;37;500;1636;3750;16.12.2020;
1637;83;103;1637;344;13.05.2020;
1638;48;434;1638;5194;29.03.2021;
1639;47;306;1639;5836;16.12.2020;
1640;11;84;1640;7080;16.06.2020;
1641;79;95;1641;3877;14.06.2020;
1642;44;214;1642;2239;11.11.2020;
1643;95;442;1643;5494;28.11.2020;
1644;8;382;1644;8187;13.09.2020;
1645;89;359;1645;1395;30.09.2020;
1646;65;328;1646;2210;15.04.2021;
1647;2;258;1647;8561;31.01.2021;
1648;6;431;1648;8100;22.02.2021;
1649;12;26;1649;9911;17.09.2020;
1650;42;68;1650;1396;22.02.2021;
1651;5;175;1651;3859;10.07.2020;
1652;66;415;1652;6432;02.07.2020;
1653;3;278;1653;3024;17.11.2020;
1654;58;120;1654;9938;01.03.2021;
1655;13;472;1655;6876;15.08.2020;
1656;42;162;1656;759;18.11.2020;
1657;75;242;1657;6757;27.02.2021;
1658;45;387;1658;861;22.05.2020;
1659;70;303;1659;4389;04.06.2020;
1660;56;133;1660;8380;21.07.2020;
1661;90;221;1661;5504;20.09.2020;
1662;30;11;1662;2981;12.06.2020;
1663;79;450;1663;8884;05.09.2020;
1664;50;425;1664;6196;05.04.2021;
1665;71;88;1665;3011;21.10.2020;
1666;49;402;1666;5913;26.06.2020;
1667;27;90;1667;5376;17.09.2020;
1668;49;452;1668;7792;23.07.2020;
1669;65;387;1669;8190;11.02.2021;
1670;17;85;1670;9885;03.01.2021;
1671;37;172;1671;9374;29.03.2021;
1672;69;71;1672;1315;28.07.2020;
1673;97;381;1673;8174;04.10.2020;
1674;61;117;1674;7766;03.06.2020;
1675;94;414;1675;7646;31.12.2020;
1676;66;109;1676;5481;02.06.2020;
1677;10;431;1677;5165;20.07.2020;
1678;79;163;1678;9670;14.08.2020;
1679;22;190;1679;294;12.12.2020;
1680;88;473;1680;4095;13.03.2021;
1681;90;122;1681;2837;28.12.2020;
1682;24;323;1682;3021;02.07.2020;
1683;65;66;1683;6757;21.12.2020;
1684;78;433;1684;6787;27.08.2020;
1685;71;458;1685;3290;20.02.2021;
1686;19;65;1686;5646;07.01.2021;
1687;12;160;1687;4572;09.11.2020;
1688;66;37;1688;6899;14.03.2021;
1689;68;324;1689;5267;30.05.2020;
1690;94;438;1690;8610;06.05.2020;
1691;44;14;1691;9973;20.03.2021;
1692;56;119;1692;1081;23.03.2021;
1693;72;492;1693;7042;11.12.2020;
1694;36;394;1694;2471;07.11.2020;
1695;98;393;1695;2226;25.05.2020;
1696;20;33;1696;5008;16.05.2020;
1697;16;419;1697;8829;09.01.2021;
1698;19;155;1698;4496;17.05.2020;
1699;14;376;1699;7868;30.11.2020;
1700;30;220;1700;2399;14.11.2020;
1701;52;79;1701;7575;13.11.2020;
1702;28;425;1702;2883;22.02.2021;
1703;5;75;1703;8053;23.01.2021;
1704;54;186;1704;5363;14.09.2020;
1705;84;292;1705;8658;12.04.2021;
1706;76;153;1706;7911;19.11.2020;
1707;5;462;1707;3733;25.11.2020;
1708;90;32;1708;3878;02.11.2020;
1709;90;416;1709;9360;12.09.2020;
1710;78;135;1710;7627;01.12.2020;
1711;34;182;1711;7698;31.05.2020;
1712;27;202;1712;740;24.01.2021;
1713;43;10;1713;9669;07.12.2020;
1714;14;124;1714;6158;09.07.2020;
1715;85;33;1715;491;12.11.2020;
1716;4;47;1716;2479;15.01.2021;
1717;24;190;1717;6705;04.03.2021;
1718;59;166;1718;4088;26.05.2020;
1719;87;467;1719;2695;23.04.2021;
1720;2;305;1720;7114;06.09.2020;
1721;89;208;1721;3122;09.03.2021;
1722;32;394;1722;4751;22.06.2020;
1723;95;255;1723;4498;16.03.2021;
1724;7;318;1724;9130;29.12.2020;
1725;17;255;1725;1989;16.09.2020;
1726;60;423;1726;9670;07.12.2020;
1727;48;354;1727;6077;31.07.2020;
1728;66;2;1728;2060;10.02.2021;
1729;16;301;1729;954;08.04.2021;
1730;6;150;1730;6974;09.09.2020;
1731;50;376;1731;8562;24.01.2021;
1732;38;320;1732;582;12.12.2020;
1733;22;161;1733;7835;10.11.2020;
1734;14;104;1734;9568;06.07.2020;
1735;8;112;1735;912;05.08.2020;
1736;59;307;1736;2130;07.05.2020;
1737;73;245;1737;9713;05.11.2020;
1738;83;40;1738;4820;23.06.2020;
1739;83;327;1739;9957;18.07.2020;
1740;29;394;1740;9037;11.04.2021;
1741;20;388;1741;7048;14.05.2020;
1742;65;377;1742;5078;09.10.2020;
1743;15;402;1743;1582;06.07.2020;
1744;40;339;1744;8644;29.05.2020;
1745;4;462;1745;1575;28.07.2020;
1746;91;310;1746;8471;14.06.2020;
1747;93;58;1747;7454;28.03.2021;
1748;64;361;1748;2273;22.11.2020;
1749;29;467;1749;5211;09.09.2020;
1750;34;401;1750;7048;23.09.2020;
1751;32;248;1751;4503;12.05.2020;
1752;85;397;1752;7266;24.05.2020;
1753;100;386;1753;9170;09.07.2020;
1754;92;256;1754;4507;08.03.2021;
1755;14;280;1755;4588;09.11.2020;
1756;28;346;1756;4354;09.10.2020;
1757;27;187;1757;6248;20.11.2020;
1758;31;70;1758;9717;05.08.2020;
1759;56;4;1759;7065;07.04.2021;
1760;80;144;1760;7528;31.08.2020;
1761;66;322;1761;4544;09.10.2020;
1762;91;166;1762;9588;03.12.2020;
1763;12;351;1763;5707;21.12.2020;
1764;57;268;1764;302;17.06.2020;
1765;16;239;1765;2906;21.02.2021;
1766;22;39;1766;8922;02.10.2020;
1767;31;398;1767;6497;08.12.2020;
1768;87;194;1768;1444;22.03.2021;
1769;55;91;1769;5091;21.12.2020;
1770;3;339;1770;7578;25.10.2020;
1771;2;488;1771;7150;04.07.2020;
1772;6;230;1772;7256;30.03.2021;
1773;95;261;1773;5443;15.06.2020;
1774;3;458;1774;361;18.10.2020;
1775;58;130;1775;4795;25.11.2020;
1776;86;239;1776;8124;10.11.2020;
1777;19;61;1777;7387;07.06.2020;
1778;14;420;1778;1612;10.08.2020;
1779;91;373;1779;3858;13.05.2020;
1780;54;260;1780;9579;10.07.2020;
1781;63;150;1781;401;04.09.2020;
1782;85;403;1782;3919;23.02.2021;
1783;35;344;1783;680;24.06.2020;
1784;75;295;1784;5520;01.01.2021;
1785;31;368;1785;8859;29.05.2020;
1786;66;31;1786;3215;18.06.2020;
1787;37;426;1787;3574;12.02.2021;
1788;64;103;1788;1526;10.06.2020;
1789;26;157;1789;9051;21.01.2021;
1790;19;46;1790;9607;04.06.2020;
1791;51;163;1791;5235;05.07.2020;
1792;54;318;1792;579;15.03.2021;
1793;98;430;1793;3452;25.03.2021;
1794;61;382;1794;7904;13.07.2020;
1795;5;22;1795;2887;27.03.2021;
1796;90;211;1796;5936;02.08.2020;
1797;73;7;1797;441;26.05.2020;
1798;65;348;1798;639;11.10.2020;
1799;48;147;1799;5718;21.02.2021;
1800;56;380;1800;4568;09.05.2020;
1801;75;450;1801;9551;16.02.2021;
1802;34;335;1802;2627;17.10.2020;
1803;56;119;1803;5985;11.09.2020;
1804;9;41;1804;5892;06.11.2020;
1805;31;197;1805;7046;04.01.2021;
1806;57;485;1806;808;18.05.2020;
1807;48;35;1807;3590;09.03.2021;
1808;21;295;1808;7922;15.04.2021;
1809;62;468;1809;4089;27.12.2020;
1810;15;107;1810;6200;15.11.2020;
1811;2;190;1811;8563;01.04.2021;
1812;3;139;1812;5182;18.05.2020;
1813;48;103;1813;6808;29.12.2020;
1814;5;198;1814;8522;10.06.2020;
1815;14;491;1815;7506;22.05.2020;
1816;82;405;1816;2405;19.07.2020;
1817;46;416;1817;4335;06.01.2021;
1818;31;352;1818;5624;14.04.2021;
1819;65;254;1819;4166;20.07.2020;
1820;50;67;1820;5247;29.07.2020;
1821;20;388;1821;9382;09.06.2020;
1822;31;225;1822;4499;05.08.2020;
1823;50;277;1823;1549;17.01.2021;
1824;53;139;1824;4051;01.11.2020;
1825;85;420;1825;6941;23.07.2020;
1826;63;293;1826;5882;28.06.2020;
1827;69;470;1827;2260;02.07.2020;
1828;27;439;1828;4406;17.03.2021;
1829;48;68;1829;7362;02.01.2021;
1830;61;196;1830;969;17.11.2020;
1831;34;127;1831;2850;07.11.2020;
1832;78;23;1832;7418;24.08.2020;
1833;14;450;1833;9996;18.09.2020;
1834;15;43;1834;4111;24.06.2020;
1835;74;475;1835;6951;24.12.2020;
1836;10;467;1836;7101;03.03.2021;
1837;64;36;1837;3319;29.12.2020;
1838;12;186;1838;4054;15.06.2020;
1839;81;55;1839;1451;13.07.2020;
1840;28;416;1840;4296;26.02.2021;
1841;47;173;1841;6927;19.12.2020;
1842;70;449;1842;9739;31.08.2020;
1843;47;218;1843;7706;26.09.2020;
1844;14;176;1844;7710;26.12.2020;
1845;32;431;1845;8820;25.10.2020;
1846;20;482;1846;7910;21.05.2020;
1847;45;228;1847;2036;23.03.2021;
1848;7;353;1848;6805;25.02.2021;
1849;69;326;1849;5329;03.02.2021;
1850;37;214;1850;4213;02.10.2020;
1851;46;97;1851;4195;12.07.2020;
1852;85;32;1852;4296;30.08.2020;
1853;13;72;1853;5667;18.11.2020;
1854;88;422;1854;665;07.02.2021;
1855;65;482;1855;4129;21.05.2020;
1856;26;220;1856;3430;29.10.2020;
1857;43;419;1857;311;10.01.2021;
1858;87;339;1858;104;21.01.2021;
1859;61;7;1859;8641;11.01.2021;
1860;93;413;1860;8820;24.08.2020;
1861;16;178;1861;1123;10.02.2021;
1862;30;377;1862;4725;11.02.2021;
1863;41;392;1863;7792;13.09.2020;
1864;76;135;1864;7129;20.11.2020;
1865;57;210;1865;7478;26.07.2020;
1866;50;458;1866;5645;13.03.2021;
1867;17;444;1867;9870;24.11.2020;
1868;11;471;1868;5666;14.06.2020;
1869;64;159;1869;8470;24.07.2020;
1870;66;367;1870;4771;25.02.2021;
1871;75;306;1871;684;31.08.2020;
1872;15;486;1872;9541;09.08.2020;
1873;71;442;1873;5396;22.11.2020;
1874;18;23;1874;3763;19.06.2020;
1875;11;16;1875;6304;04.02.2021;
1876;89;96;1876;193;09.04.2021;
1877;58;176;1877;808;08.04.2021;
1878;28;255;1878;1225;11.09.2020;
1879;68;198;1879;7827;03.01.2021;
1880;68;129;1880;2186;20.10.2020;
1881;3;475;1881;3839;21.07.2020;
1882;65;417;1882;1322;29.08.2020;
1883;70;310;1883;6167;31.05.2020;
1884;97;100;1884;2515;28.09.2020;
1885;40;28;1885;7543;05.10.2020;
1886;71;115;1886;3993;06.04.2021;
1887;64;302;1887;8248;05.11.2020;
1888;38;418;1888;258;15.08.2020;
1889;95;389;1889;4787;12.06.2020;
1890;55;120;1890;652;28.06.2020;
1891;77;16;1891;1831;17.11.2020;
1892;39;141;1892;2984;11.10.2020;
1893;66;243;1893;9362;16.12.2020;
1894;36;462;1894;8596;22.07.2020;
1895;89;237;1895;4293;30.09.2020;
1896;76;451;1896;7355;18.01.2021;
1897;92;465;1897;7964;17.02.2021;
1898;10;180;1898;2162;11.09.2020;
1899;77;363;1899;9502;21.08.2020;
1900;64;46;1900;9311;25.04.2021;
1901;53;456;1901;8205;22.09.2020;
1902;88;241;1902;634;13.10.2020;
1903;50;478;1903;1282;06.01.2021;
1904;70;138;1904;7550;25.04.2021;
1905;68;460;1905;9618;04.02.2021;
1906;3;317;1906;9889;09.10.2020;
1907;44;241;1907;8044;23.11.2020;
1908;86;392;1908;5562;08.09.2020;
1909;69;79;1909;6737;10.10.2020;
1910;32;257;1910;6314;14.03.2021;
1911;73;238;1911;2880;01.10.2020;
1912;22;418;1912;3033;16.04.2021;
1913;34;384;1913;2985;05.11.2020;
1914;15;72;1914;1848;03.06.2020;
1915;94;233;1915;4776;14.07.2020;
1916;71;383;1916;2821;26.02.2021;
1917;81;115;1917;8852;25.06.2020;
1918;96;429;1918;9510;07.12.2020;
1919;54;55;1919;2553;25.01.2021;
1920;4;21;1920;2761;20.10.2020;
1921;68;371;1921;778;04.02.2021;
1922;70;63;1922;675;04.07.2020;
1923;1;175;1923;138;12.07.2020;
1924;77;79;1924;8932;14.06.2020;
1925;5;250;1925;4854;24.03.2021;
1926;73;445;1926;2155;10.10.2020;
1927;73;63;1927;3623;20.02.2021;
1928;49;167;1928;3118;14.03.2021;
1929;60;214;1929;516;11.08.2020;
1930;62;483;1930;2499;26.01.2021;
1931;23;267;1931;3615;11.08.2020;
1932;87;353;1932;2774;22.06.2020;
1933;34;396;1933;6500;27.08.2020;
1934;52;3;1934;144;05.01.2021;
1935;98;486;1935;8829;22.05.2020;
1936;45;154;1936;9840;16.05.2020;
1937;99;421;1937;3433;14.11.2020;
1938;65;494;1938;3920;10.01.2021;
1939;22;85;1939;2382;23.02.2021;
1940;86;37;1940;2616;30.06.2020;
1941;82;11;1941;6966;11.01.2021;
1942;26;18;1942;5051;06.03.2021;
1943;26;233;1943;3438;06.01.2021;
1944;34;299;1944;2763;30.03.2021;
1945;19;143;1945;5260;15.08.2020;
1946;48;405;1946;3226;27.05.2020;
1947;37;144;1947;1740;25.01.2021;
1948;44;69;1948;9000;13.09.2020;
1949;2;28;1949;8078;21.08.2020;
1950;80;170;1950;6817;10.11.2020;
1951;66;423;1951;5741;23.10.2020;
1952;35;109;1952;2957;22.10.2020;
1953;50;83;1953;4958;15.02.2021;
1954;98;386;1954;2253;09.02.2021;
1955;64;86;1955;3580;02.04.2021;
1956;31;169;1956;3372;03.10.2020;
1957;48;192;1957;9892;14.01.2021;
1958;43;4;1958;336;20.05.2020;
1959;31;394;1959;4992;19.10.2020;
1960;16;117;1960;2042;21.08.2020;
1961;8;260;1961;4117;02.04.2021;
1962;50;415;1962;2451;30.03.2021;
1963;97;325;1963;8651;22.02.2021;
1964;76;346;1964;3565;24.06.2020;
1965;24;434;1965;5929;13.09.2020;
1966;40;402;1966;8572;14.09.2020;
1967;16;400;1967;581;08.03.2021;
1968;59;440;1968;5743;14.03.2021;
1969;32;367;1969;114;25.01.2021;
1970;55;279;1970;2844;20.08.2020;
1971;47;422;1971;5258;16.09.2020;
1972;43;225;1972;5482;21.07.2020;
1973;30;241;1973;6385;15.01.2021;
1974;71;497;1974;6441;30.01.2021;
1975;57;407;1975;5941;07.06.2020;
1976;30;101;1976;5604;08.06.2020;
1977;78;275;1977;3778;19.03.2021;
1978;94;404;1978;1222;21.09.2020;
1979;2;41;1979;4865;10.02.2021;
1980;95;19;1980;4906;01.12.2020;
1981;41;166;1981;2503;24.03.2021;
1982;81;220;1982;1644;29.12.2020;
1983;98;38;1983;3528;08.12.2020;
1984;40;78;1984;9816;06.04.2021;
1985;20;177;1985;4539;06.02.2021;
1986;63;318;1986;9102;15.08.2020;
1987;95;462;1987;4113;20.06.2020;
1988;52;97;1988;7876;21.02.2021;
1989;13;46;1989;3545;09.05.2020;
1990;39;291;1990;1537;10.01.2021;
1991;38;479;1991;5823;21.02.2021;
1992;14;309;1992;4403;14.07.2020;
1993;98;286;1993;2681;13.01.2021;
1994;51;403;1994;6958;27.01.2021;
1995;7;445;1995;1373;15.08.2020;
1996;40;358;1996;4429;30.05.2020;
1997;53;457;1997;5534;20.07.2020;
1998;7;110;1998;976;02.03.2021;
1999;67;119;1999;5496;25.06.2020;
2000;26;438;2000;2330;17.09.2020;
2001;34;317;2001;4845;31.12.2020;
2002;42;17;2002;6957;17.10.2020;
2003;84;37;2003;5546;07.06.2020;
2004;55;227;2004;3015;18.11.2020;
2005;64;4;2005;1915;12.03.2021;
2006;29;112;2006;6501;15.02.2021;
2007;78;421;2007;7981;22.02.2021;
2008;74;307;2008;6445;26.12.2020;
2009;7;52;2009;3769;17.09.2020;
2010;99;178;2010;3487;15.04.2021;
2011;26;9;2011;8110;13.02.2021;
2012;93;196;2012;2314;16.03.2021;
2013;89;106;2013;3701;12.10.2020;
2014;44;37;2014;3828;29.03.2021;
2015;32;160;2015;5510;06.03.2021;
2016;1;88;2016;7813;02.05.2020;
2017;52;464;2017;2510;21.04.2021;
2018;46;236;2018;4149;19.02.2021;
2019;84;273;2019;1533;06.07.2020;
2020;10;136;2020;3215;22.06.2020;
2021;10;123;2021;4012;29.07.2020;
2022;66;143;2022;3481;22.10.2020;
2023;31;243;2023;1260;25.03.2021;
2024;65;362;2024;1053;27.03.2021;
2025;100;264;2025;3961;12.02.2021;
2026;48;420;2026;108;12.07.2020;
2027;31;410;2027;4244;30.04.2020;
2028;63;337;2028;5252;06.08.2020;
2029;18;51;2029;419;27.10.2020;
2030;83;67;2030;1661;17.09.2020;
2031;5;414;2031;6528;03.02.2021;
2032;20;153;2032;5604;24.07.2020;
2033;80;162;2033;6888;21.02.2021;
2034;66;23;2034;2919;03.01.2021;
2035;23;347;2035;8080;11.03.2021;
2036;14;125;2036;3114;11.06.2020;
2037;69;427;2037;4107;22.12.2020;
2038;29;78;2038;9561;10.09.2020;
2039;66;45;2039;925;14.02.2021;
2040;8;257;2040;6106;15.07.2020;
2041;66;200;2041;9706;10.06.2020;
2042;29;437;2042;2164;04.10.2020;
2043;43;16;2043;2947;04.05.2020;
2044;63;317;2044;3702;07.12.2020;
2045;95;327;2045;1527;20.11.2020;
2046;100;331;2046;252;25.10.2020;
2047;54;350;2047;4736;08.05.2020;
2048;54;393;2048;1314;12.01.2021;
2049;18;483;2049;2247;04.10.2020;
2050;60;106;2050;7150;04.01.2021;
2051;67;109;2051;6360;02.04.2021;
2052;91;301;2052;3869;01.05.2020;
2053;35;335;2053;4047;30.08.2020;
2054;43;16;2054;7509;08.09.2020;
2055;47;253;2055;8277;03.07.2020;
2056;62;81;2056;7027;18.12.2020;
2057;95;489;2057;5306;08.01.2021;
2058;89;482;2058;3920;02.09.2020;
2059;72;199;2059;9892;29.12.2020;
2060;77;16;2060;6829;15.05.2020;
2061;18;402;2061;8886;31.01.2021;
2062;63;478;2062;4721;26.10.2020;
2063;52;37;2063;136;23.05.2020;
2064;16;423;2064;9474;13.04.2021;
2065;96;264;2065;8448;04.12.2020;
2066;89;407;2066;9947;20.05.2020;
2067;30;94;2067;8337;26.12.2020;
2068;68;163;2068;2950;27.04.2021;
2069;43;243;2069;7595;24.09.2020;
2070;77;136;2070;2776;06.09.2020;
2071;74;315;2071;351;06.08.2020;
2072;13;449;2072;470;08.06.2020;
2073;58;175;2073;1810;01.12.2020;
2074;18;360;2074;8566;27.02.2021;
2075;55;224;2075;621;04.05.2020;
2076;29;101;2076;8242;26.04.2021;
2077;9;402;2077;9688;20.02.2021;
2078;46;39;2078;8485;27.12.2020;
2079;31;341;2079;2260;01.06.2020;
2080;42;370;2080;8674;28.07.2020;
2081;71;424;2081;2027;19.03.2021;
2082;67;36;2082;4669;28.12.2020;
2083;46;139;2083;5229;26.09.2020;
2084;70;30;2084;9891;28.06.2020;
2085;72;467;2085;1362;09.01.2021;
2086;21;2;2086;6515;14.06.2020;
2087;94;363;2087;515;25.01.2021;
2088;72;105;2088;9532;25.05.2020;
2089;35;340;2089;5927;22.10.2020;
2090;90;392;2090;1630;25.10.2020;
2091;60;93;2091;2502;10.07.2020;
2092;32;11;2092;5302;13.06.2020;
2093;51;466;2093;4414;05.01.2021;
2094;12;286;2094;194;25.04.2021;
2095;25;446;2095;5733;06.06.2020;
2096;93;219;2096;8630;11.07.2020;
2097;65;300;2097;5514;01.03.2021;
2098;86;81;2098;7976;15.01.2021;
2099;12;391;2099;5859;24.10.2020;
2100;45;475;2100;3666;20.05.2020;
2101;47;215;2101;3464;11.03.2021;
2102;35;471;2102;3491;07.03.2021;
2103;40;306;2103;8662;31.08.2020;
2104;94;439;2104;2094;21.03.2021;
2105;80;181;2105;9235;13.04.2021;
2106;18;105;2106;1595;12.08.2020;
2107;12;462;2107;1682;09.08.2020;
2108;56;447;2108;2086;23.02.2021;
2109;87;37;2109;6493;30.06.2020;
2110;91;389;2110;771;17.10.2020;
2111;89;390;2111;6145;21.02.2021;
2112;40;9;2112;8122;11.11.2020;
2113;12;62;2113;3445;02.06.2020;
2114;33;76;2114;494;21.02.2021;
2115;64;31;2115;6874;29.12.2020;
2116;54;448;2116;7562;10.07.2020;
2117;66;169;2117;6613;07.02.2021;
2118;26;150;2118;1461;01.05.2020;
2119;13;345;2119;3596;23.09.2020;
2120;78;338;2120;7818;04.01.2021;
2121;89;489;2121;2001;01.10.2020;
2122;51;266;2122;8803;30.01.2021;
2123;41;214;2123;8581;12.04.2021;
2124;38;488;2124;1783;05.06.2020;
2125;31;466;2125;9867;03.08.2020;
2126;12;151;2126;4464;13.10.2020;
2127;69;348;2127;4700;14.12.2020;
2128;43;129;2128;6230;28.06.2020;
2129;38;355;2129;8322;05.03.2021;
2130;26;100;2130;9859;12.08.2020;
2131;38;211;2131;8579;02.08.2020;
2132;95;384;2132;5669;16.02.2021;
2133;27;96;2133;4982;05.03.2021;
2134;60;284;2134;5540;07.06.2020;
2135;65;458;2135;1381;27.08.2020;
2136;25;485;2136;4038;06.12.2020;
2137;16;128;2137;1948;05.11.2020;
2138;18;486;2138;2296;01.06.2020;
2139;71;317;2139;7562;30.01.2021;
2140;70;69;2140;3056;15.08.2020;
2141;53;314;2141;3280;12.07.2020;
2142;43;79;2142;5998;02.07.2020;
2143;77;472;2143;1947;08.11.2020;
2144;57;444;2144;7281;11.10.2020;
2145;59;383;2145;4527;14.07.2020;
2146;10;472;2146;6051;10.08.2020;
2147;59;367;2147;8743;19.05.2020;
2148;59;234;2148;6011;08.12.2020;
2149;39;401;2149;1627;16.02.2021;
2150;15;477;2150;327;23.09.2020;
2151;13;119;2151;1295;25.07.2020;
2152;70;169;2152;6214;03.09.2020;
2153;70;91;2153;7032;31.07.2020;
2154;67;314;2154;1012;08.02.2021;
2155;83;335;2155;6712;12.05.2020;
2156;72;231;2156;166;26.05.2020;
2157;3;216;2157;4919;26.10.2020;
2158;48;357;2158;4229;31.03.2021;
2159;9;175;2159;1669;28.12.2020;
2160;19;340;2160;3673;20.12.2020;
2161;29;307;2161;5552;20.10.2020;
2162;67;19;2162;3193;11.10.2020;
2163;19;239;2163;3225;28.02.2021;
2164;96;263;2164;3039;23.12.2020;
2165;99;360;2165;5817;14.02.2021;
2166;57;416;2166;6816;08.11.2020;
2167;85;474;2167;5968;02.06.2020;
2168;64;226;2168;5872;02.04.2021;
2169;1;458;2169;604;14.03.2021;
2170;89;27;2170;4631;05.03.2021;
2171;23;475;2171;5388;12.11.2020;
2172;75;324;2172;6308;13.02.2021;
2173;80;161;2173;3896;17.11.2020;
2174;52;67;2174;7347;30.10.2020;
2175;55;83;2175;9370;02.08.2020;
2176;20;310;2176;498;03.10.2020;
2177;41;48;2177;8946;22.10.2020;
2178;76;279;2178;9590;24.03.2021;
2179;35;418;2179;2402;01.04.2021;
2180;98;126;2180;4438;17.09.2020;
2181;21;425;2181;8508;22.01.2021;
2182;93;132;2182;6986;28.06.2020;
2183;36;110;2183;2002;13.03.2021;
2184;50;433;2184;6998;11.05.2020;
2185;77;487;2185;9865;10.08.2020;
2186;46;156;2186;5582;08.09.2020;
2187;48;124;2187;7666;26.01.2021;
2188;97;64;2188;9881;25.10.2020;
2189;2;416;2189;3040;25.08.2020;
2190;84;206;2190;2205;30.10.2020;
2191;31;297;2191;6069;02.07.2020;
2192;42;10;2192;1548;15.07.2020;
2193;84;357;2193;2082;17.08.2020;
2194;73;493;2194;5042;09.01.2021;
2195;84;333;2195;4055;17.03.2021;
2196;39;121;2196;2296;20.09.2020;
2197;67;26;2197;848;21.09.2020;
2198;39;129;2198;1264;29.10.2020;
2199;86;500;2199;9468;12.12.2020;
2200;81;227;2200;5327;10.02.2021;
2201;26;255;2201;656;22.07.2020;
2202;51;215;2202;6244;02.11.2020;
2203;38;108;2203;3181;11.03.2021;
2204;79;132;2204;8869;27.03.2021;
2205;3;28;2205;8993;20.09.2020;
2206;89;119;2206;1019;23.12.2020;
2207;74;452;2207;9049;02.10.2020;
2208;57;111;2208;1432;14.12.2020;
2209;59;128;2209;7923;22.09.2020;
2210;78;424;2210;2428;24.08.2020;
2211;78;149;2211;4042;01.06.2020;
2212;31;360;2212;2943;11.07.2020;
2213;78;157;2213;2877;05.05.2020;
2214;73;91;2214;9749;04.05.2020;
2215;29;5;2215;5952;15.04.2021;
2216;10;19;2216;1254;02.11.2020;
2217;3;78;2217;7938;16.10.2020;
2218;56;50;2218;1074;13.10.2020;
2219;43;22;2219;1488;12.10.2020;
2220;34;79;2220;5386;06.02.2021;
2221;95;3;2221;8639;19.08.2020;
2222;75;93;2222;5928;21.02.2021;
2223;51;31;2223;4150;11.03.2021;
2224;75;294;2224;4658;06.10.2020;
2225;15;410;2225;5160;25.09.2020;
2226;93;245;2226;9584;30.08.2020;
2227;53;24;2227;7623;07.02.2021;
2228;26;324;2228;5101;08.12.2020;
2229;81;259;2229;5597;10.11.2020;
2230;60;217;2230;181;18.04.2021;
2231;74;69;2231;755;30.05.2020;
2232;2;27;2232;926;26.12.2020;
2233;19;155;2233;4480;20.06.2020;
2234;56;114;2234;8642;20.09.2020;
2235;82;463;2235;7561;24.01.2021;
2236;50;199;2236;284;23.07.2020;
2237;25;235;2237;7369;05.04.2021;
2238;63;468;2238;3772;25.04.2021;
2239;52;335;2239;7772;12.05.2020;
2240;37;361;2240;5791;26.11.2020;
2241;53;25;2241;714;24.05.2020;
2242;42;155;2242;6132;21.01.2021;
2243;32;422;2243;4055;07.03.2021;
2244;59;426;2244;5086;02.04.2021;
2245;98;168;2245;4506;19.08.2020;
2246;66;175;2246;3637;03.03.2021;
2247;97;40;2247;6189;08.03.2021;
2248;69;404;2248;3349;01.09.2020;
2249;24;106;2249;7669;16.12.2020;
2250;53;81;2250;1148;13.06.2020;
2251;38;128;2251;7899;09.11.2020;
2252;37;305;2252;5499;11.01.2021;
2253;24;1;2253;8024;13.07.2020;
2254;93;11;2254;9657;02.03.2021;
2255;65;31;2255;6944;24.04.2021;
2256;34;290;2256;4793;31.05.2020;
2257;14;58;2257;6091;16.11.2020;
2258;97;175;2258;340;08.05.2020;
2259;92;429;2259;3285;20.10.2020;
2260;56;429;2260;8979;20.06.2020;
2261;25;456;2261;7869;31.08.2020;
2262;49;440;2262;7961;31.08.2020;
2263;28;488;2263;6258;11.09.2020;
2264;37;450;2264;7856;03.12.2020;
2265;64;163;2265;6890;02.05.2020;
2266;4;93;2266;2906;22.11.2020;
2267;36;379;2267;8014;29.05.2020;
2268;26;315;2268;9571;06.01.2021;
2269;33;21;2269;2991;22.11.2020;
2270;33;123;2270;8758;16.02.2021;
2271;90;132;2271;8725;31.05.2020;
2272;52;414;2272;4600;30.12.2020;
2273;54;215;2273;9981;02.10.2020;
2274;26;405;2274;8672;10.11.2020;
2275;59;31;2275;3717;07.07.2020;
2276;48;415;2276;4342;14.10.2020;
2277;9;183;2277;9004;30.12.2020;
2278;8;15;2278;1754;27.10.2020;
2279;24;408;2279;2255;02.04.2021;
2280;45;343;2280;5361;31.05.2020;
2281;36;138;2281;5921;03.08.2020;
2282;38;138;2282;1836;07.04.2021;
2283;53;180;2283;9392;11.01.2021;
2284;74;220;2284;2973;29.10.2020;
2285;28;2;2285;3792;06.01.2021;
2286;91;394;2286;4577;03.07.2020;
2287;82;169;2287;4138;11.04.2021;
2288;77;216;2288;7300;29.01.2021;
2289;93;309;2289;4254;17.03.2021;
2290;76;97;2290;5475;22.12.2020;
2291;36;434;2291;7779;05.08.2020;
2292;29;291;2292;645;10.02.2021;
2293;68;335;2293;8615;27.02.2021;
2294;23;399;2294;1329;16.06.2020;
2295;65;38;2295;691;08.11.2020;
